source,target
berbagi19,DPP_LPI
roem_only,Heine_Nababan
berbagi19,DPP_LPI
jimmyherdyansy2,Takviri
Ananda57844428,PKSJakarta
michaelsiswarah,YouTube
RahmatFaizal3,alula_afa
RachmatDaradjat,DPP_LPI
RachmatDaradjat,JktMajuBersama
RachmatDaradjat,pandji
bibin_bey,PKS_PSREBO
dekotjakbar,sandiuno
dekotjakbar,AliSiagian
dekotjakbar,JktMajuBersama
teddy_jatmiko,TheREAL_Abi
teddy_jatmiko,pandji
reyharlan,ayahnyafaris
banu_sukamto,sandiuno
iyamz31,irfanka98
hafidz_ary,pandji
yudihendra72,Heine_Nababan
adhepur,JktMajuBersama
denz1301,pandji
bungnoer,abelleonie7
noval919,ayahnyafaris
dedisiinnergy,sandiuno
_d3wiq,adhepur
_d3wiq,JktMajuBersama
_bimbimbim,adhepur
_bimbimbim,JktMajuBersama
_meetha,adhepur
_meetha,JktMajuBersama
jayakatwang10,adhepur
jayakatwang10,JktMajuBersama
dwipa_ngga,adhepur
dwipa_ngga,JktMajuBersama
_e_lex,adhepur
_e_lex,JktMajuBersama
rayneeta1,adhepur
rayneeta1,JktMajuBersama
ngajakrebut,adhepur
ngajakrebut,JktMajuBersama
_Linageboy,adhepur
_Linageboy,JktMajuBersama
LilisGeulis6,adhepur
LilisGeulis6,JktMajuBersama
pedapapeda,adhepur
pedapapeda,JktMajuBersama
GLembu,adhepur
GLembu,JktMajuBersama
tongbajil_,adhepur
tongbajil_,JktMajuBersama
CingNawie,adhepur
CingNawie,JktMajuBersama
MaknaNajwa,adhepur
MaknaNajwa,JktMajuBersama
ng_rangga,adhepur
ng_rangga,JktMajuBersama
_ikuur,adhepur
_ikuur,JktMajuBersama
balqis_saidah,adhepur
balqis_saidah,JktMajuBersama
_Lastriq,adhepur
_Lastriq,JktMajuBersama
akuhaifa,adhepur
akuhaifa,JktMajuBersama
tashajameela,adhepur
tashajameela,JktMajuBersama
_oliin,adhepur
_oliin,JktMajuBersama
pan_chika,adhepur
pan_chika,JktMajuBersama
silvian_i,adhepur
silvian_i,JktMajuBersama
_diarona,adhepur
_diarona,JktMajuBersama
babysilvi_a,adhepur
babysilvi_a,JktMajuBersama
mom_nayla,adhepur
mom_nayla,JktMajuBersama
_wirasat,adhepur
_wirasat,JktMajuBersama
KurawaPange,adhepur
KurawaPange,JktMajuBersama
sayadevia,adhepur
sayadevia,JktMajuBersama
yudi_ynwa,adhepur
yudi_ynwa,JktMajuBersama
_ianbastian,adhepur
_ianbastian,JktMajuBersama
durnasan,adhepur
durnasan,JktMajuBersama
L_sheenta,adhepur
L_sheenta,JktMajuBersama
Natania_Lee,adhepur
Natania_Lee,JktMajuBersama
_nart0,adhepur
_nart0,JktMajuBersama
_ta_mi,adhepur
_ta_mi,JktMajuBersama
tunggadewi20,adhepur
tunggadewi20,JktMajuBersama
_wuulan,adhepur
_wuulan,JktMajuBersama
masayu_retno,adhepur
masayu_retno,JktMajuBersama
NikitaFanny1,adhepur
NikitaFanny1,JktMajuBersama
yuninq,adhepur
yuninq,JktMajuBersama
romeo_oreo,adhepur
romeo_oreo,JktMajuBersama
fertamfan,adhepur
